Airline,Airline ID,origin,Source airport ID,destination,Destination airport ID,Codeshare,Stops,Equipment
VY,2439,BCN,1218,VGO,1250,,0,320
VY,2439,BCN,1218,VLL,1247,,0,320
VY,2439,BCN,1218,XRY,1226,,0,320
VY,2439,BIO,1216,ACE,1055,,0,320
VY,2439,BIO,1216,AGP,1230,,0,320
VY,2439,BIO,1216,ALC,1212,,0,320
VY,2439,BIO,1216,BCN,1218,,0,320
VY,2439,BIO,1216,FUE,1051,,0,320
VY,2439,BIO,1216,IBZ,1225,,0,320
VY,2439,BIO,1216,LCG,1220,,0,320
VY,2439,BIO,1216,LPA,1054,,0,320
VY,2439,BIO,1216,PMI,3998,,0,320
VY,2439,BIO,1216,SVQ,1253,,0,320
VY,2439,BIO,1216,TFN,1057,,0,320
VY,2439,EAS,1242,BCN,1218,,0,319
VY,2439,FUE,1051,BCN,1218,,0,320
VY,2439,FUE,1051,BIO,1216,,0,320
VY,2439,GRX,1223,BCN,1218,,0,320
VY,2439,GRX,1223,PMI,3998,,0,320
VY,2439,IBZ,1225,ALC,1212,,0,320
VY,2439,IBZ,1225,BCN,1218,,0,320
VY,2439,IBZ,1225,BIO,1216,,0,320
VY,2439,IBZ,1225,MAD,1229,,0,320
VY,2439,IBZ,1225,VLC,1246,,0,320
VY,2439,LCG,1220,BCN,1218,,0,320
VY,2439,LCG,1220,BIO,1216,,0,320
VY,2439,LCG,1220,SVQ,1253,,0,320
VY,2439,LEI,1213,BCN,1218,,0,320
VY,2439,LPA,1054,AGP,1230,,0,320
VY,2439,LPA,1054,BCN,1218,,0,320
VY,2439,LPA,1054,BIO,1216,,0,320
VY,2439,LPA,1054,SVQ,1253,,0,320
VY,2439,MAD,1229,BCN,1218,,0,320
VY,2439,MAD,1229,IBZ,1225,,0,320
VY,2439,MAH,1231,BCN,1218,,0,320
VY,2439,OVD,1214,AGP,1230,,0,320
VY,2439,OVD,1214,BCN,1218,,0,320
VY,2439,OVD,1214,SVQ,1253,,0,320
VY,2439,PMI,3998,AGP,1230,,0,320
VY,2439,PMI,3998,ALC,1212,,0,320
VY,2439,PMI,3998,BCN,1218,,0,320
VY,2439,PMI,3998,BIO,1216,,0,320
VY,2439,PMI,3998,GRX,1223,,0,320
VY,2439,PMI,3998,SVQ,1253,,0,320
VY,2439,SCQ,1243,AGP,1230,,0,320
VY,2439,SCQ,1243,BCN,1218,,0,320
VY,2439,SDR,1251,BCN,1218,,0,320
VY,2439,SVQ,1253,BCN,1218,,0,320
VY,2439,SVQ,1253,BIO,1216,,0,320
VY,2439,SVQ,1253,LCG,1220,,0,320
VY,2439,SVQ,1253,LPA,1054,,0,320
VY,2439,SVQ,1253,OVD,1214,,0,320
VY,2439,SVQ,1253,PMI,3998,,0,320
VY,2439,SVQ,1253,TFN,1057,,0,320
VY,2439,TFN,1057,AGP,1230,,0,320
VY,2439,TFN,1057,BCN,1218,,0,320
VY,2439,TFN,1057,BIO,1216,,0,320
VY,2439,TFN,1057,SVQ,1253,,0,320
VY,2439,TFS,1056,BCN,1218,,0,320
VY,2439,VGO,1250,BCN,1218,,0,320
VY,2439,VLC,1246,IBZ,1225,,0,320
VY,2439,VLL,1247,BCN,1218,,0,320
VY,2439,XRY,1226,BCN,1218,,0,320
W2,18553,AGP,1230,MLN,1058,,0,AT4
W2,18553,MLN,1058,AGP,1230,,0,AT4
